"","input_bc","input_low","input_high","costs_low","costs_high","cost_bc","deaths_low","deaths_high","deaths_bc","od_deaths_low","od_deaths_high","od_deaths_bc","group","cost_range","deaths_range","od_deaths_range","name"
"108",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BS_OAT_INI"
"109",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BS_OAT_MAINT"
"110",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BS_OAT_SS"
"111",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BS_SS"
"112",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BO_OD_ILLICIT"
"113",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BO_OD_RX"
"114",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BO_MOD_BI"
"115",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BO_SEVERE_BI"
"116",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BO_SEVERE_BI_OUT"
"117",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BO_OD_DEATH"
"118",0.0139,0.010425,0.017375,671072455939.184,669246132176.937,670152374271.406,4509973.38989642,4524036.07739941,4517060.87241281,117676.490123758,117622.52968359,117649.312267207,"BN_CANCER",1826323762.24658,14062.6875029886,53.9604401686665,"p_BO_DEATH"
"119",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BR_ILLICIT"
"120",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BR_OAT_INI"
"121",0,0,0,670152374271.406,670152374271.406,670152374271.406,4517060.87241281,4517060.87241281,4517060.87241281,117649.312267207,117649.312267207,117649.312267207,"BN_CANCER",0,0,0,"p_BR_OAT_MAINT"
